"aphiaID","Kingdom","Subkingdom","Infrakingdom","Phylum","Subphylum","Infraphylum","Class","Subclass","Order","Family","Genus","Species","Superorder","Phylum (Division)","Subphylum (Subdivision)","Suborder","Subfamily","Variety","Forma","Subgenus","Superclass","rank"
149570,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca gracilis","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149571,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Hantzschia",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149572,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Hantzschia","Hantzschia amphioxys","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149592,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia spathulata","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149601,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149604,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia sigmoidea","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149610,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia closterium","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149615,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Surirellales","Surirellaceae","Surirella","Surirella fastuosa","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149616,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Surirellales","Surirellaceae","Campylodiscus",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149619,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Hemiaulaceae","Cerataulina","Cerataulina pelagica","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149623,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros contortus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149624,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros furcellatus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149629,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia styliformis","Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149630,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Stephanopyxidaceae","Stephanopyxis",NA,"Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149631,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Stephanopyxidaceae","Stephanopyxis","Stephanopyxis turris","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149647,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Skeletonemaceae","Detonula","Detonula pumila","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149659,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Surirellales","Entomoneidaceae",NA,NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Family"
150203,"Chromista","Harosa","Alveolata","Ciliophora","Intramacronucleata",NA,"Oligotrichea","Oligotrichia","Choreotrichida","Codonellidae","Codonella",NA,NA,NA,NA,"Tintinnina",NA,NA,NA,NA,NA,"Genus"
156505,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Oxyphysaceae","Phalacroma","Phalacroma rotundatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156533,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Achnanthales","Achnanthaceae","Achnanthes","Achnanthes longipes","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156548,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia pseudodelicatissima","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156568,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pinnulariaceae","Pinnularia","Pinnularia distans","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156586,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma strigosum","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156598,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Surirellales","Entomoneidaceae","Entomoneis",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
156607,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros concavicornis","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156611,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros convolutus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156617,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros lorenzianus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156619,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros perpusillus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156621,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros subtilis","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156623,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros tenuissimus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156629,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus marginatus","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156632,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus wailesii","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156690,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira baltica","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
156946,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Amphipleuraceae","Frustulia",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157052,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Mastogloiales","Mastogloiaceae","Mastogloia",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157059,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Tabularia",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157062,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Licmophorales","Licmophoraceae","Licmophora","Licmophora abbreviata","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157069,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pleurosigmataceae","Gyrosigma","Gyrosigma tenuissimum","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157072,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Rhabdonematales","Rhabdonemataceae","Rhabdonema",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157074,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Rhabdonematales","Rhabdonemataceae","Rhabdonema","Rhabdonema adriaticum","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157081,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Thalassionematales","Thalassionemataceae","Thalassiothrix",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157083,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Thalassionematales","Thalassionemataceae","Thalassiothrix","Thalassiothrix longissima","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157240,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Chrysophyceae",NA,"Chromulinales","Dinobryaceae","Dinobryon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157248,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Chrysophyceae",NA,"Chromulinales","Dinobryaceae","Dinobryon","Dinobryon divergens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157252,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Chrysophyceae",NA,"Chromulinales","Dinobryaceae","Dinobryon","Dinobryon sertularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157256,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Order"
157257,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales","Dictyochaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family"
157258,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales","Dictyochaceae","Dictyocha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157260,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales","Dictyochaceae","Dictyocha","Dictyocha speculum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157428,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Surirellales","Entomoneidaceae","Entomoneis","Entomoneis alata","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157431,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros diversus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157438,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Lithodesmiales","Lithodesmiaceae","Helicotheca",NA,"Lithodesmiophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
157440,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Lithodesmiales","Lithodesmiaceae","Helicotheca","Helicotheca tamesis","Lithodesmiophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
157463,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Dictyochales","Dictyochaceae","Dictyocha","Dictyocha fibula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160513,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas longicauda",NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Species"
160519,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Attheyaceae","Attheya",NA,"Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
160521,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros eibenii","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160523,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros lauderi","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160524,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros wighamii","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160527,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Anaulales","Anaulaceae","Eunotogramma",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
160528,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia pungens","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160537,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Melosiraceae","Melosira","Melosira arctica","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160538,"Chromista","Hacrobia",NA,"Haptophyta","Haptophytina",NA,"Coccolithophyceae","Prymnesiophycidae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160541,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae",NA,NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Family"
160542,"Plantae","Viridiplantae",NA,NA,NA,NA,"Trebouxiophyceae",NA,"Chlorellales","Chlorellaceae","Actinastrum",NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Genus"
160552,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Chrysophyceae",NA,"Chromulinales","Dinobryaceae","Dinobryon","Dinobryon balticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160553,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Chrysophyceae",NA,"Chromulinales","Dinobryaceae","Dinobryon","Dinobryon faculiferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160561,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorophyceae",NA,"Sphaeropleales","Hydrodictyaceae","Pediastrum",NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Genus"
160563,"Chromista","Hacrobia",NA,"Haptophyta","Haptophytina",NA,"Coccolithophyceae","Prymnesiophycidae","Prymnesiales","Prymnesiaceae","Prymnesium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
160572,"Bacteria","Negibacteria",NA,"Cyanobacteria",NA,NA,"Cyanophyceae","Synechococcophycidae","Synechococcales","Synechococcaceae","Synechococcus",NA,NA,NA,NA,NA,"Synechococcoideae",NA,NA,NA,NA,"Genus"
160576,"Plantae","Viridiplantae",NA,NA,NA,NA,"Trebouxiophyceae",NA,"Chlorellales","Chlorellaceae","Chlorella",NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Genus"
160581,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Raphidophyceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Class"
160582,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Raphidophyceae",NA,"Chattonellales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Order"
160583,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Raphidophyceae",NA,"Chattonellales","Chattonellaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family"
160584,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Raphidophyceae",NA,"Chattonellales","Chattonellaceae","Heterosigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
160585,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Raphidophyceae",NA,"Chattonellales","Chattonellaceae","Heterosigma","Heterosigma akashiwo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160594,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorodendrophyceae",NA,"Chlorodendrales","Halosphaeraceae","Pachysphaera",NA,NA,"Chlorophyta","Chlorophytina",NA,NA,NA,NA,NA,NA,"Genus"
160595,"Plantae","Viridiplantae",NA,NA,NA,NA,"Pyramimonadophyceae",NA,"Pyramimonadales","Pterospermataceae","Pterosperma",NA,NA,"Chlorophyta","Prasinophytina",NA,NA,NA,NA,NA,NA,"Genus"
160597,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Order"
160599,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales","Actinomonadaceae","Pseudopedinella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
160600,"Chromista","Harosa","Heterokonta","Ochrophyta",NA,NA,"Dictyochophyceae",NA,"Pedinellales","Actinomonadaceae","Pseudopedinella","Pseudopedinella pyriformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
160602,"Plantae","Viridiplantae",NA,NA,NA,NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae","Scenedesmus",NA,NA,"Chlorophyta","Chlorophytina",NA,"Scenedesmoideae",NA,NA,NA,NA,"Genus"
162251,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Asterolamprales","Asterolampraceae",NA,NA,"Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Family"
162254,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Asterolamprales","Asterolampraceae","Asteromphalus",NA,"Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
162255,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Asterolamprales","Asterolampraceae","Asteromphalus","Asteromphalus flabellatus","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
162258,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Asterolamprales","Asterolampraceae","Asteromphalus","Asteromphalus heptactis","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
162518,"Chromista","Hacrobia",NA,"Haptophyta","Haptophytina",NA,"Coccolithophyceae","Prymnesiophycidae","Prymnesiales","Prymnesiaceae","Corymbellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
162519,"Chromista","Hacrobia",NA,"Haptophyta","Haptophytina",NA,"Coccolithophyceae","Prymnesiophycidae","Prymnesiales","Prymnesiaceae","Corymbellus","Corymbellus aureus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
162725,"Plantae","Viridiplantae","Streptophyta",NA,NA,NA,"Zygnematophyceae","Zygnematophycidae","Desmidiales","Closteriaceae","Closterium",NA,NA,"Charophyta",NA,NA,NA,NA,NA,NA,NA,"Genus"
162726,"Plantae","Viridiplantae","Streptophyta",NA,NA,NA,"Zygnematophyceae","Zygnematophycidae","Desmidiales","Closteriaceae","Closterium","Closterium acutum",NA,"Charophyta",NA,NA,NA,NA,NA,NA,NA,"Species"
162728,"Plantae","Viridiplantae","Streptophyta",NA,NA,NA,"Zygnematophyceae","Zygnematophycidae","Desmidiales","Desmidiaceae","Staurastrum",NA,NA,"Charophyta",NA,NA,NA,NA,NA,NA,NA,"Genus"
162770,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus octonarius","Coscinodiscanae",NA,NA,NA,NA,"Actinocyclus octonarius var. octonarius",NA,NA,NA,"Variety"
162810,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus senarius","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
162916,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Bacteriastrum elongatum","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
162923,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophyceae incertae sedis",NA,NA,"Bacterosira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
162936,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophyceae incertae sedis",NA,NA,"Bacterosira","Bacterosira fragilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
162952,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia biddulphiana","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
163013,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros calcitrans","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
163030,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae",NA,NA,"Phaeoceros",NA,"Bacillariophycidae incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
163055,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros protuberans","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
163063,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros holsaticus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
163089,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros minimus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
163126,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis","Chaetocerotanae",NA,NA,NA,NA,NA,"Chaetoceros socialis f. radians",NA,NA,"Forma"
163132,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros subtilis","Chaetocerotanae",NA,NA,NA,NA,"Chaetoceros subtilis var. abnormis",NA,NA,NA,"Variety"
163161,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros tortissimus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
163188,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Triceratiaceae","Eupodiscus","Eupodiscus jonesianus","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
163224,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Lauderiaceae","Lauderia","Lauderia confervacea","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
